AngleX,AngleY,accelx,accely,accelz,gyrox,gyroy,gyroz,totAcc,totGyr
-28.434507069085072,-59.62072526800935,0.892822265625,-0.50634765625,0.026611328125,103,-84,-16,1.0267559153811594,133.86933928274988
-26.84196443752019,-61.390211712546915,0.93212890625,-0.489990234375,-0.007080078125,64,-73,-22,1.0530929945431908,99.54396013822235
-14.880124008627643,-73.11341960889621,0.844970703125,-0.233154296875,-0.0439453125,41,-57,39,0.8776489080387186,80.31811750782012
-23.61213973766517,-63.82894212609237,0.818359375,-0.373291015625,0.08056640625,61,-28,70,0.9030776239132352,96.97937925146768
-24.06890400419587,-63.82285331041294,0.88916015625,-0.411376953125,0.0537109375,42,-26,68,0.9811837981907681,84.04760555780278
-25.832694185366098,-62.30955504993427,0.845947265625,-0.422607421875,0.028564453125,31,-34,48,0.9460653979638928,66.49060083951716
-22.493454226910764,-65.71549691435968,0.89111328125,-0.381591796875,0.008056640625,42,-47,39,0.9694122388956069,74.1215218408257
-23.52647333784612,-64.81566785144206,0.92724609375,-0.416259765625,-0.0078125,30,-62,31,1.0164243926672873,75.53145040312677
-26.18933349413013,-62.252709024738955,0.939208984375,-0.47265625,0.02880859375,-8,-54,24,1.0518304911289813,59.632206063502295
-26.983874840847275,-61.15904380608017,0.9228515625,-0.481689453125,0.068359375,-11,-39,20,1.0432414580579816,45.18849411078001
-30.091690779967518,-58.174195532138434,0.95166015625,-0.56494140625,0.042236328125,-11,-23,14,1.107519639962644,29.086079144497972
-32.17848831693354,-56.18063610312148,0.920654296875,-0.591552734375,0.014404296875,-27,-9,-14,1.094416034088227,31.71750305430741
-30.844294222068324,-57.43780521506848,0.886962890625,-0.5400390625,-0.015380859375,-32,11,-10,1.0385479908058406,35.2845575287547
-29.401088452637918,-58.779994522587806,0.875244140625,-0.503173828125,0.005126953125,-25,27,-9,1.0095853072706178,37.881393849751625
-29.75884320590895,-58.205227731220475,0.860595703125,-0.504638671875,0.044189453125,-6,27,-5,0.9986179755824866,28.106938645110393
-30.48662424935908,-57.44739094933656,0.8525390625,-0.517822265625,0.0361328125,25,11,-13,0.9981324220786274,30.24896692450835
-29.723158930827346,-58.17881280188381,0.845703125,-0.499267578125,0.036865234375,37,4,-23,0.9827720670160972,43.749285708454714
-29.605167051401924,-58.29973529345288,0.85498046875,-0.503662109375,0.02978515625,52,-5,-35,0.9927508639617904,62.88083968904996
-27.021121218734038,-60.759624329137715,0.86767578125,-0.459716796875,0.05078125,57,-10,-39,0.9832494749799617,69.7853852894716
-25.86007855291321,-61.963373984345864,0.872802734375,-0.439453125,0.044189453125,58,-12,-38,0.9781903546714357,70.37044834303673
-26.48182076479991,-61.390438497576,0.88818359375,-0.459228515625,0.04150390625,55,-14,-31,1.0007414751092385,64.66838485689897
-25.478311227078642,-62.41445963608845,0.8984375,-0.443115234375,0.047119140625,41,-12,-24,1.0028764957634113,49.0
-24.82377875333615,-63.17511811495374,0.88671875,-0.4228515625,0.04736328125,23,-18,-22,0.9835226819555412,36.565010597564445
-24.296387926120822,-63.640675560384636,0.876220703125,-0.406982421875,0.064208984375,9,-23,-24,0.968256270816037,34.438350715445125
-19.972673308881202,-67.47916196631984,0.86376953125,-0.323974609375,0.09228515625,11,-31,-18,0.9271320837397525,37.49666651850535
