AngleX,AngleY,accelx,accely,accelz,gyrox,gyroy,gyroz,totAcc,totGyr
-3.00069517003011,-5.888003827924944,0.101318359375,-0.052001953125,0.96142578125,3,0,-1,0.9681472749160787,3.1622776601683795
-2.3950108208066614,-5.733557710209872,0.0986328125,-0.04150390625,0.962646484375,2,-1,-1,0.9685758926461138,2.449489742783178
-2.192795676757306,-5.7075920474623265,0.09814453125,-0.0380859375,0.96240234375,3,-1,-1,0.9681431500067691,3.3166247903554
-2.1023005090522173,-6.2487863569610145,0.10791015625,-0.036865234375,0.9658203125,5,-1,-1,0.9725289318909853,5.196152422706632
-2.1712418243854192,-5.990998321742083,0.103515625,-0.037841796875,0.965087890625,3,1,0,0.9713609642356859,3.1622776601683795
-2.334311623732904,-5.960004173142901,0.10302734375,-0.04052734375,0.9638671875,2,3,-2,0.9702046455726604,4.123105625617661
-1.956828108621514,-5.944164577337893,0.10205078125,-0.03369140625,0.95751953125,1,3,-1,0.9635315903145354,3.3166247903554
-1.9395733509677633,-5.8397112445286155,0.100341796875,-0.033447265625,0.959228515625,1,2,-1,0.9650422482803713,2.449489742783178
-2.270979114624444,-5.581346258635698,0.09619140625,-0.0390625,0.9638671875,-2,0,-2,0.9694424277293432,2.8284271247461903
-2.445758334033577,-5.771329709275063,0.099365234375,-0.0419921875,0.96337890625,-3,-1,0,0.9693996650612585,3.1622776601683795
-2.45838676949966,-5.696640749681094,0.09814453125,-0.042236328125,0.964111328125,-3,-1,-1,0.9700138707496487,3.3166247903554
-2.4186312290270218,-5.921431325458946,0.101806640625,-0.04150390625,0.962646484375,-3,-2,-1,0.96890423685156,3.7416573867739413
-2.6059036831898035,-6.352580669884625,0.109619140625,-0.044921875,0.9638671875,-2,0,-2,0.9711201192355348,2.8284271247461903
-2.1350726624474246,-6.220302476290297,0.107666015625,-0.036865234375,0.966552734375,-2,1,-1,0.9732292662851214,2.449489742783178
-2.649204868574189,-6.2161397261330675,0.108154296875,-0.046142578125,0.970458984375,0,2,-2,0.9775567143663347,2.8284271247461903
-2.312494102987951,-5.784646846175246,0.1005859375,-0.0400390625,0.9697265625,-2,3,-2,0.9757511277814129,4.123105625617661
-2.499218552519998,-5.583300521714802,0.0966796875,-0.043212890625,0.966552734375,-1,2,-2,0.972336620836146,3.0
-2.3176161978997936,-5.627059052247088,0.0966796875,-0.039794921875,0.9599609375,-1,1,-2,0.9656374057108672,2.449489742783178
-2.062786606612922,-5.893683425981425,0.101806640625,-0.03564453125,0.9658203125,-1,0,-2,0.9718250875136831,2.23606797749979
-2.511326519538192,-5.9623973820817575,0.1025390625,-0.043212890625,0.961181640625,-1,0,-1,0.9676010332410325,1.4142135623730951
-2.5108799633045757,-5.8236067518537125,0.100830078125,-0.04345703125,0.967041015625,-1,1,-1,0.9732541004900974,1.7320508075688772
-2.4366568498097734,-5.974686453751274,0.103759765625,-0.042236328125,0.96826171875,-1,3,-1,0.974720858693781,3.3166247903554
-2.3146569750704917,-5.669245832200835,0.097900390625,-0.039794921875,0.963134765625,-2,3,-2,0.9689152176775265,4.123105625617661
-2.7988376217966398,-5.764278127772037,0.099853515625,-0.04833984375,0.966552734375,-2,2,-1,0.9728985833087824,3.0
-2.677394857866813,-5.534798420802551,0.095703125,-0.046142578125,0.965087890625,-2,2,-1,0.9709185662463147,3.0
-1.8387634375266806,-5.596139711181808,0.0966796875,-0.03173828125,0.965576171875,-1,1,-1,0.9709230783973473,1.7320508075688772
-2.3480194390659346,-5.708220811109014,0.097900390625,-0.040283203125,0.958984375,-1,0,-2,0.9648099576769915,2.23606797749979
-2.3834994817017696,-5.860492873449963,0.101318359375,-0.041259765625,0.96728515625,-1,-1,-1,0.9734517716391802,1.7320508075688772
-1.8140915834566718,-5.772646941287572,0.099853515625,-0.031494140625,0.96826171875,0,-1,-1,0.9739062385430558,1.4142135623730951
-2.64036792761339,-5.750580590286119,0.09912109375,-0.045654296875,0.96435546875,0,-1,-1,0.9705105749848268,1.4142135623730951
-2.348542832116795,-6.038124515921046,0.10400390625,-0.04052734375,0.9619140625,0,1,-1,0.9683687013436274,1.4142135623730951
-2.603820225294985,-5.816816351326538,0.100830078125,-0.045166015625,0.96728515625,0,2,-1,0.9735744692234479,2.23606797749979
-2.664329149230001,-5.663173760766923,0.099853515625,-0.046875,0.983154296875,-1,3,-1,0.9893231836318442,3.3166247903554
-2.544682573819055,-5.662817292270712,0.09765625,-0.043701171875,0.961669921875,-2,3,-1,0.967603004452952,3.7416573867739413
-2.447140807033997,-5.85351260772855,0.1005859375,-0.041748046875,0.958984375,-4,2,-2,0.965148414356451,4.898979485566356
-2.5795034675749835,-5.679440958252422,0.097900390625,-0.044189453125,0.962890625,-4,1,-1,0.9688630191956471,4.242640687119285
-2.423327587938432,-5.8054546366260285,0.099609375,-0.041259765625,0.959228515625,-5,0,-2,0.965268740318188,5.385164807134504
-2.5282392000088603,-5.825317321886231,0.101318359375,-0.043701171875,0.971435546875,-4,1,-1,0.9776820669839558,4.242640687119285
-2.836197360222237,-5.922219531080444,0.101318359375,-0.048095703125,0.95361328125,-5,3,-1,0.960185865747836,5.916079783099616
-3.4891232175440168,-5.661548286588978,0.097900390625,-0.059814453125,0.962646484375,-5,4,-2,0.9694588744071186,6.708203932499369
-2.8471092052440152,-5.503820992514062,0.09423828125,-0.04833984375,0.953857421875,-4,4,-1,0.9597195295568128,5.744562646538029
-2.9596582086103767,-5.64186249973796,0.096923828125,-0.05078125,0.960205078125,-2,0,-1,0.9664195547830168,2.23606797749979
-2.806573683860097,-4.961945581077525,0.08544921875,-0.04833984375,0.96533203125,-2,-2,-3,0.970311413947095,4.123105625617661
-2.7129625239362696,-5.817060295420088,0.101318359375,-0.047607421875,0.976806640625,1,-4,0,0.9832004321261885,4.123105625617661
-2.823798006311789,-5.660634766763761,0.09716796875,-0.048828125,0.961181640625,2,-2,-1,0.9673137785726942,3.0
-2.7759017319085486,-5.878029164268527,0.10107421875,-0.048095703125,0.9609375,3,0,-1,0.9674347901854993,3.1622776601683795
-2.5196704826614282,-6.056346086306341,0.104736328125,-0.043701171875,0.96484375,1,2,-1,0.9714952149992394,2.449489742783178
-2.4070624739925934,-5.532688711737297,0.09619140625,-0.0419921875,0.971435546875,1,1,-2,0.9770891219227231,2.449489742783178
-2.5183311322594886,-5.909902380156498,0.101806640625,-0.043212890625,0.96044921875,-2,3,-1,0.9667960735279191,3.7416573867739413
-2.327516519493517,-5.649579388978721,0.097412109375,-0.0400390625,0.961669921875,-1,3,-3,0.9674199110096062,4.358898943540674
